Path,Genre
dataset/lmd_matched\A\S\F\TRASFBU128F1473675/2cc5d6111bcc85f653b3465e3b5aeb7c.mid,Rock
dataset/lmd_matched\A\S\F\TRASFBU128F1473675/4ad182f5f3029461bfe0c0d81096b2f5.mid,Rock
dataset/lmd_matched\A\S\F\TRASFBU128F1473675/969a444657ecd7217841941b42aedfe8.mid,Rock
dataset/lmd_matched\A\S\H\TRASHSN12903CA9E34/a43db70228c096091e98fd664ae5b2b3.mid,RnB
dataset/lmd_matched\A\S\I\TRASICW128F146E6E1/33512659ea80ff602dfb3d1185166b24.mid,Country
dataset/lmd_matched\A\S\I\TRASICW128F146E6E1/5af7696a69ed9d89d4a7f4f5ee487346.mid,Country
dataset/lmd_matched\A\S\I\TRASICW128F146E6E1/6b42b8591d22ae0166d92dfd5267bfa3.mid,Country
dataset/lmd_matched\A\S\I\TRASICW128F146E6E1/7a30c51abd155afc92f1449357cdc67a.mid,Country
dataset/lmd_matched\A\S\I\TRASICW128F146E6E1/ab72716f3fd1eb585f825922c6dd39e9.mid,Country
dataset/lmd_matched\A\S\I\TRASICW128F146E6E1/b7891e7cf7740b0f36b213d1e482f721.mid,Country
dataset/lmd_matched\A\S\I\TRASICW128F146E6E1/c3b50cce01b7155dc204c4c842fabc6c.mid,Country
dataset/lmd_matched\A\S\I\TRASIVA128F933DB52/2e28921ed5cfde11155d83fed607e0b9.mid,RnB
dataset/lmd_matched\A\S\I\TRASIVA128F933DB52/51ce41efd170e742b3b88957474b90e2.mid,RnB
dataset/lmd_matched\A\S\I\TRASIVA128F933DB52/526a2a22d84701d9576ac14a81c29188.mid,RnB
dataset/lmd_matched\A\S\I\TRASIVA128F933DB52/5ec5edec362e53704e31d7ef261c19ce.mid,RnB
dataset/lmd_matched\A\S\I\TRASIVA128F933DB52/9cba636af9d92d5156045ddd8e90be90.mid,RnB
dataset/lmd_matched\A\S\I\TRASIVA128F933DB52/a497cc66033fc535134e5f7d42965f0e.mid,RnB
dataset/lmd_matched\A\S\I\TRASIVA128F933DB52/a55525078c353e7b7a548aeb802ed16c.mid,RnB
dataset/lmd_matched\A\S\I\TRASIVA128F933DB52/ae7ea7e3b813a80dca585ba0efc053c7.mid,RnB
dataset/lmd_matched\A\S\I\TRASIVA128F933DB52/f560f01aba1f96e3660cd3bbec41ae67.mid,RnB
dataset/lmd_matched\A\S\Q\TRASQIB128F426693D/604bd45a8be8877011d792bf5e9e5448.mid,Pop
dataset/lmd_matched\A\S\Q\TRASQIB128F426693D/aaf74c8eca2cec5c15a28ed686398846.mid,Pop
dataset/lmd_matched\A\S\Q\TRASQIB128F426693D/b959d51ba4c17fd290ef0428f70371e7.mid,Pop
dataset/lmd_matched\A\S\R\TRASRXK128F9311176/a00a56ebc69d2e78753c236c17f6f76b.mid,Rock
dataset/lmd_matched\A\S\U\TRASUWA128F933E6F7/644ebedfe4ba2201285c5bd3bf7046c2.mid,Rock
dataset/lmd_matched\A\S\V\TRASVXM128F934792B/6977c7f7c84de91ecef36c552e64fed5.mid,Rock
dataset/lmd_matched\A\S\V\TRASVXM128F934792B/6cc9fe9f01c0ab62be342d376e784289.mid,Rock
dataset/lmd_matched\A\S\V\TRASVXM128F934792B/ae16f6d580fd715f150023329eda7f66.mid,Rock
dataset/lmd_matched\A\S\W\TRASWUN128F9333E60/5e1d78c272ae55b18bfb39a1789a068b.mid,Rock
dataset/lmd_matched\A\S\X\TRASXQB128F426752F/1e282b4400264340bf49b9c40eab6ff2.mid,Rock
dataset/lmd_matched\A\S\X\TRASXQB128F426752F/c78d51398ccaaf164be559e8328a2db8.mid,Rock
dataset/lmd_matched\A\S\Y\TRASYGO128F42674B9/08fb3444c51c885902f57ad8e85077ea.mid,Rock
dataset/lmd_matched\A\S\Y\TRASYWP128F42661E1/c3eb2f295aebbfd9bb79a6743dc8acdd.mid,Country
dataset/lmd_matched\A\T\A\TRATAVD128F930D4FC/0bc0971aae37a5259adb4987e63148cc.mid,RnB
dataset/lmd_matched\A\T\A\TRATAVD128F930D4FC/18be93639f6a2539f18f12c44e864de6.mid,RnB
dataset/lmd_matched\A\T\A\TRATAVD128F930D4FC/c10b861fba3abd7187df2856f0e8c07a.mid,RnB
dataset/lmd_matched\A\T\A\TRATAVD128F930D4FC/ecda4908fffb2a381714e8c9e4b33cb8.mid,RnB
dataset/lmd_matched\A\T\A\TRATAVD128F930D4FC/f94e5612fca7e4c52e5628eaca24d66c.mid,RnB
dataset/lmd_matched\A\T\A\TRATAVD128F930D4FC/fc9adb67801f5ae082f5a1359c23e645.mid,RnB
dataset/lmd_matched\A\T\B\TRATBMT12903CA571A/bddc1fd6a62246461258e92b15a53877.mid,Rock
dataset/lmd_matched\A\T\B\TRATBMT12903CA571A/f6b8628ff4c4d523ac711c8772b310ac.mid,Rock
dataset/lmd_matched\A\T\D\TRATDLH128F93384B0/1a1458860712ab001baa0344ae25f689.mid,Pop
dataset/lmd_matched\A\T\E\TRATEAE128F4284130/9018f7e39c9b744a61318bc1b4e70028.mid,RnB
dataset/lmd_matched\A\T\E\TRATEAE128F4284130/c2a94452428e96e29e33cbf2a8841497.mid,RnB
dataset/lmd_matched\A\T\E\TRATESL128F92F12DF/3bad77c0db7a79546b57a6b2cb14b16d.mid,Country
dataset/lmd_matched\A\T\E\TRATESL128F92F12DF/4824da2b258977e053479c5498ef9d54.mid,Country
dataset/lmd_matched\A\T\E\TRATESL128F92F12DF/94f6fd8db52453bbf562898c3e367f9e.mid,Country
dataset/lmd_matched\A\T\E\TRATESL128F92F12DF/9f09e36ea56d16a1d2ed94b4cae3545b.mid,Country
dataset/lmd_matched\A\T\E\TRATESL128F92F12DF/b14908b34a520f258a6f077721f2bbc7.mid,Country
dataset/lmd_matched\A\T\E\TRATESL128F92F12DF/e59acff92e33ce57fb3b6e2a06b4a851.mid,Country
dataset/lmd_matched\A\T\E\TRATESL128F92F12DF/f38b4d72cef98fb62a3d02eeb7d76322.mid,Country
dataset/lmd_matched\A\T\G\TRATGLZ128F92EB4E9/08c2ac6b6d8d9b590a4186a188763ae7.mid,Pop
dataset/lmd_matched\A\T\G\TRATGLZ128F92EB4E9/323e8978c080daec791d192a558cf2e3.mid,Pop
dataset/lmd_matched\A\T\G\TRATGLZ128F92EB4E9/3a9eee4f85fceacfdf18dc975ca18e2f.mid,Pop
dataset/lmd_matched\A\T\G\TRATGLZ128F92EB4E9/49edbe39fbd8650a6ecf1b3b3003bd7b.mid,Pop
dataset/lmd_matched\A\T\G\TRATGLZ128F92EB4E9/8c09000835f7b574e6dfc6d743687d32.mid,Pop
dataset/lmd_matched\A\T\G\TRATGLZ128F92EB4E9/8fee83181d790f5ef137625be69500fd.mid,Pop
dataset/lmd_matched\A\T\G\TRATGLZ128F92EB4E9/c3e8fea3bc8a3c3655dff76f074c90a8.mid,Pop
dataset/lmd_matched\A\T\G\TRATGLZ128F92EB4E9/cc57fef9ac664de3f87c72501a4198ad.mid,Pop
dataset/lmd_matched\A\T\G\TRATGLZ128F92EB4E9/d786f1a47de279306279274549cc5aa2.mid,Pop
dataset/lmd_matched\A\T\G\TRATGLZ128F92EB4E9/ecb3c8da7537d52b1500afb379fa5f3d.mid,Pop
dataset/lmd_matched\A\T\G\TRATGLZ128F92EB4E9/f60eae369d2218707927c95baf4c0631.mid,Pop
dataset/lmd_matched\A\T\I\TRATIAC128F930E3A2/e20e85e29ef7bdce7267a7ff8d5fe8b9.mid,Electronic
dataset/lmd_matched\A\T\I\TRATIUI128E0787309/5f11b7f1fce7083afbcd7b1569f977a1.mid,Pop
dataset/lmd_matched\A\T\I\TRATIUI128E0787309/c60defcd464ba4b8fe140431e9f67951.mid,Pop
dataset/lmd_matched\A\T\I\TRATIUI128E0787309/cfdc91e6ce54206440538dcbc7879826.mid,Pop
dataset/lmd_matched\A\T\I\TRATIUI128E0787309/e1034027763650762899e92ef796b04c.mid,Pop
dataset/lmd_matched\A\T\K\TRATKVY128EF35F97A/c6e1c62d01516e1749d1d9bed3f66a91.mid,Rock
dataset/lmd_matched\A\T\M\TRATMIZ128F428E152/3097dd40255c8e363f54263d67f9e80c.mid,Rock
dataset/lmd_matched\A\T\M\TRATMIZ128F428E152/39586711906633acabe01bb9d4fac815.mid,Rock
dataset/lmd_matched\A\T\M\TRATMIZ128F428E152/87cc8667db98973db970066253f5abad.mid,Rock
dataset/lmd_matched\A\T\M\TRATMIZ128F428E152/d8df3c806a38054a0df8a954149990b5.mid,Rock
dataset/lmd_matched\A\T\M\TRATMIZ128F428E152/f16d0de25672d2ff11ff0a16c302e691.mid,Rock
dataset/lmd_matched\A\T\M\TRATMIZ128F428E152/f1e583cca0f4ea05d63513c466608501.mid,Rock
dataset/lmd_matched\A\T\Q\TRATQUU128F148EF2B/41bead1c0381f9d97f034caedd94e251.mid,Rock
dataset/lmd_matched\A\T\Q\TRATQUU128F148EF2B/ea0cae5a87e19ecbb5b74b8e668462d5.mid,Rock
dataset/lmd_matched\A\T\T\TRATTOD128F4282B5A/1c578810e26f581faa55f5389a0fe933.mid,Pop
dataset/lmd_matched\A\T\T\TRATTOD128F4282B5A/59eb906c18afcb0a550791d9e20a35b2.mid,Pop
dataset/lmd_matched\A\T\T\TRATTOD128F4282B5A/8d46280d5b08d1e6f25124e5ddfbf578.mid,Pop
dataset/lmd_matched\A\T\T\TRATTOD128F4282B5A/be47f3137983bfd0c7f4deabadab98f3.mid,Pop
dataset/lmd_matched\A\T\T\TRATTOD128F4282B5A/c69b0ad57f647043f7b00fb66931a3e9.mid,Pop
dataset/lmd_matched\A\T\T\TRATTOD128F4282B5A/efb5c111fa1227a8cdf98afcdedafd41.mid,Pop
dataset/lmd_matched\A\T\T\TRATTTF128F42621FE/f2395741b28e1af7f10d52396fbb5456.mid,Country
dataset/lmd_matched\A\T\W\TRATWSP128F933AD36/9b6d1cc8a2860c2f7373051eabe0222a.mid,Pop
dataset/lmd_matched\A\T\Y\TRATYNV12903D0AFB1/42edf9d577bd899860deb6c9b85046e4.mid,Electronic
dataset/lmd_matched\A\T\Y\TRATYNV12903D0AFB1/7e3f1d9e880985c435a203b7a1d6942c.mid,Electronic
dataset/lmd_matched\A\T\Y\TRATYUK128F932A6F7/d0251826b576db0d4a185f938bd5a64b.mid,Pop
dataset/lmd_matched\A\U\F\TRAUFLM128F42AECDC/01a34157cee3d9a77591bebeaf2aa1f3.mid,Pop
dataset/lmd_matched\A\U\F\TRAUFLM128F42AECDC/58668a61a544fdf1447e66e745052d7e.mid,Pop
dataset/lmd_matched\A\U\F\TRAUFLM128F42AECDC/a00b104bc8e7683c9579000e8d649268.mid,Pop
dataset/lmd_matched\A\U\F\TRAUFLM128F42AECDC/d320edb584bde5e53c56532047977383.mid,Pop
dataset/lmd_matched\A\U\H\TRAUHFH128F14813AC/f2635c559831be0afaa368eb2774bed7.mid,New Age
dataset/lmd_matched\A\U\J\TRAUJHY128F425B3C0/3010dea23e0845c99e9fab6a4f52708e.mid,Country
dataset/lmd_matched\A\U\J\TRAUJHY128F425B3C0/3738a273334c0ab1684b5943e9e6bbe5.mid,Country
dataset/lmd_matched\A\U\J\TRAUJHY128F425B3C0/85f9eba123870539e5c70b9c207b2b42.mid,Country
dataset/lmd_matched\A\U\J\TRAUJHY128F425B3C0/ceb6a3f8e449cd8afa2ae9776129f3dd.mid,Country
dataset/lmd_matched\A\U\J\TRAUJHY128F425B3C0/f886f84120576da1c640c0f2584f9c9a.mid,Country
dataset/lmd_matched\A\U\J\TRAUJUX12903D03BBA/1d34b226dde40b242a737094eeca350a.mid,RnB
dataset/lmd_matched\A\U\J\TRAUJUX12903D03BBA/4a25177de973ca01502c659bd9eaaadd.mid,RnB
dataset/lmd_matched\A\U\J\TRAUJUX12903D03BBA/5c58b74d2149a0296d8ff07fa23df2d5.mid,RnB
dataset/lmd_matched\A\U\J\TRAUJUX12903D03BBA/69828c23cc732d7b0d5b3539e5876841.mid,RnB
dataset/lmd_matched\A\U\J\TRAUJUX12903D03BBA/ae97cfd94a9fbd21acf3bc16a0a9121b.mid,RnB
dataset/lmd_matched\A\U\J\TRAUJUX12903D03BBA/fb1c1d20de77b9619b6ec2bebd9a49ee.mid,RnB
dataset/lmd_matched\A\U\K\TRAUKYS128F14636CB/076db0589a6ff51b812fe9a4a5f26325.mid,Pop
dataset/lmd_matched\A\U\K\TRAUKYS128F14636CB/186d76049db7310fe61891e9f657e499.mid,Pop
dataset/lmd_matched\A\U\K\TRAUKYS128F14636CB/27e5500212faa8c4502ebceb12a293e0.mid,Pop
dataset/lmd_matched\A\U\K\TRAUKYS128F14636CB/291beaba53234d3541a751fb950194eb.mid,Pop
dataset/lmd_matched\A\U\K\TRAUKYS128F14636CB/2d2bf69837d8f9e5960d92bd7ca013e7.mid,Pop
dataset/lmd_matched\A\U\K\TRAUKYS128F14636CB/62f78952cd27682dae87d89eedf176f7.mid,Pop
dataset/lmd_matched\A\U\K\TRAUKYS128F14636CB/9bc514164406523ca4375b0ee719a83a.mid,Pop
dataset/lmd_matched\A\U\K\TRAUKYS128F14636CB/9f0dd4d529fcc4ff3f129cf712a4e644.mid,Pop
dataset/lmd_matched\A\U\K\TRAUKYS128F14636CB/a845a3071ca4215ec87f84349c1b508c.mid,Pop
dataset/lmd_matched\A\U\K\TRAUKYS128F14636CB/b2c922b502a65597d0651ba626e39cc1.mid,Pop
dataset/lmd_matched\A\U\K\TRAUKYS128F14636CB/b9ea8b00a7d3d82a79a91c10e5c74e16.mid,Pop
dataset/lmd_matched\A\U\K\TRAUKYS128F14636CB/bf70d81cedead5fa592bd8ecade9515f.mid,Pop
dataset/lmd_matched\A\U\K\TRAUKYS128F14636CB/cbe79db534ac21274b00d49a338852d4.mid,Pop
dataset/lmd_matched\A\U\K\TRAUKYS128F14636CB/ceaff79398752469f9da9981021ab378.mid,Pop
dataset/lmd_matched\A\U\K\TRAUKYS128F14636CB/d6bb1fcb053c5d1427d6465bccf30c50.mid,Pop
dataset/lmd_matched\A\U\K\TRAUKYS128F14636CB/d6d98de4cdea3095a58e5dbb985573f6.mid,Pop
dataset/lmd_matched\A\U\K\TRAUKYS128F14636CB/e1ef107844bb19ec455f037eda41b705.mid,Pop
dataset/lmd_matched\A\U\K\TRAUKYS128F14636CB/fa1f2276278ce466dffbe248f089763b.mid,Pop
dataset/lmd_matched\A\U\K\TRAUKYS128F14636CB/fb84ebc575f9324dcb4aa8b05b45c99b.mid,Pop
dataset/lmd_matched\A\U\L\TRAULTS128F931290B/134f962a9ef346e8132828cb4a69d6f3.mid,Metal
dataset/lmd_matched\A\U\L\TRAULTS128F931290B/8836c507631b7c49300cb1d02baf90aa.mid,Metal
dataset/lmd_matched\A\U\O\TRAUOOS128F92ED2CA/024036b0266e6840f541395a9cb885b2.mid,Electronic
dataset/lmd_matched\A\U\Q\TRAUQVM128F92C30DE/0671a1b7467a3531ac381b1d5e4a9ef6.mid,Rock
dataset/lmd_matched\A\U\Q\TRAUQVM128F92C30DE/072bb374d2a8818d5e5554b0b25c186a.mid,Rock
dataset/lmd_matched\A\U\Q\TRAUQVM128F92C30DE/1bbdd1ea543bf126d4e4fef58f9d834e.mid,Rock
dataset/lmd_matched\A\U\Q\TRAUQVM128F92C30DE/243b3175b67822ea9247532309f911a7.mid,Rock
dataset/lmd_matched\A\U\Q\TRAUQVM128F92C30DE/2e8f432f16595e5a0dabcb596f1c17bd.mid,Rock
dataset/lmd_matched\A\U\Q\TRAUQVM128F92C30DE/59358ec7d31042e70418a18138d6c37e.mid,Rock
dataset/lmd_matched\A\U\Q\TRAUQVM128F92C30DE/6427818ba7a555902f615fd57fbd1007.mid,Rock
dataset/lmd_matched\A\U\Q\TRAUQVM128F92C30DE/7cc53c85b4e21cc87c1b8ceaf8a79937.mid,Rock
dataset/lmd_matched\A\U\Q\TRAUQVM128F92C30DE/827a9650f6d0e48d59e5f94bb4e33705.mid,Rock
dataset/lmd_matched\A\U\Q\TRAUQVM128F92C30DE/9f8026ce6fa2fb5870e7b4ba0b36d100.mid,Rock
dataset/lmd_matched\A\U\Q\TRAUQVM128F92C30DE/a6ce147d003f154129bbd0bf35d39bec.mid,Rock
dataset/lmd_matched\A\U\Q\TRAUQVM128F92C30DE/ad2ae826d39b1ad996eac0ce8eb3b844.mid,Rock
dataset/lmd_matched\A\U\Q\TRAUQVM128F92C30DE/c07c3068603ab6a6c9cd9665f13846ec.mid,Rock
dataset/lmd_matched\A\U\Q\TRAUQVM128F92C30DE/c116727b44f78a6d0df474ab3dfd3cfc.mid,Rock
dataset/lmd_matched\A\U\Q\TRAUQVM128F92C30DE/ece56a30dd92785cc6c14d66a71fb895.mid,Rock
dataset/lmd_matched\A\U\Q\TRAUQVM128F92C30DE/ff48ec86bdb486b61677efb70bb0a9f5.mid,Rock
dataset/lmd_matched\A\U\R\TRAURIV128F9337BE5/694f51692a0d99470d79730dfca60507.mid,Rap
dataset/lmd_matched\A\U\V\TRAUVUF128F148D1AA/5f314b18a131516da05c1fc83d91051e.mid,Punk
dataset/lmd_matched\A\U\W\TRAUWUX128F92FE41C/1bd084239585b50c48f58503d7ad607c.mid,Country
dataset/lmd_matched\A\U\W\TRAUWUX128F92FE41C/2688addb7629d2844d46fbfb9dbb5a3a.mid,Country
dataset/lmd_matched\A\U\W\TRAUWUX128F92FE41C/65a0e034e5c0b41c1f87579b2c7b08d2.mid,Country
dataset/lmd_matched\A\U\W\TRAUWUX128F92FE41C/9c8e8c0fab85a24e0eb0f4fa3613f29a.mid,Country
dataset/lmd_matched\A\U\X\TRAUXNG128F933AA28/7a66b94f09347d351d0034c26b8d8e4f.mid,RnB
dataset/lmd_matched\A\U\Y\TRAUYAB128F4282D05/92ab89fd4b2ccb1d6c7ff77a2414bbef.mid,Jazz
dataset/lmd_matched\A\U\Y\TRAUYAB128F4282D05/c45b880b998043ded8900a97601708fe.mid,Jazz
dataset/lmd_matched\A\U\Y\TRAUYAB128F4282D05/cad170e114d85170336d6f1e56fb2671.mid,Jazz
dataset/lmd_matched\A\U\Z\TRAUZUP128F148BF4D/04269fb1438ecd5e06248831629effb4.mid,Pop
dataset/lmd_matched\A\U\Z\TRAUZUP128F148BF4D/19e68b940067bc328bf712a52fb9505e.mid,Pop
dataset/lmd_matched\A\U\Z\TRAUZUP128F148BF4D/1abb07c3afc5f8fd0aef40e21c5e37ad.mid,Pop
dataset/lmd_matched\A\U\Z\TRAUZUP128F148BF4D/1c775819670aea7eeab8619a2762f496.mid,Pop
dataset/lmd_matched\A\U\Z\TRAUZUP128F148BF4D/1dfc8d4d349148233bfae55176e95c29.mid,Pop
dataset/lmd_matched\A\U\Z\TRAUZUP128F148BF4D/2ce36f324f48c620b013ad379080d3bd.mid,Pop
dataset/lmd_matched\A\U\Z\TRAUZUP128F148BF4D/48795ef665595bf750150a94cc75b980.mid,Pop
dataset/lmd_matched\A\U\Z\TRAUZUP128F148BF4D/6a349b26000266667c08f7db176ccf61.mid,Pop
dataset/lmd_matched\A\U\Z\TRAUZUP128F148BF4D/7546553399e5db2e36f62b233b748ea9.mid,Pop
dataset/lmd_matched\A\U\Z\TRAUZUP128F148BF4D/80bd2fcb8c84a9d35d4f119745d848db.mid,Pop
dataset/lmd_matched\A\U\Z\TRAUZUP128F148BF4D/8fbbcc9e91c4d94764c0dcbf553441a4.mid,Pop
dataset/lmd_matched\A\U\Z\TRAUZUP128F148BF4D/9fe780964f82bd3d0bc6388305f06d68.mid,Pop
dataset/lmd_matched\A\U\Z\TRAUZUP128F148BF4D/c3df86c53b5adc23da471c8ffbeebfe4.mid,Pop
dataset/lmd_matched\A\U\Z\TRAUZUP128F148BF4D/d00eb7dfaef24b74e78f50bd45fb8527.mid,Pop
dataset/lmd_matched\A\U\Z\TRAUZUP128F148BF4D/dc1fa838a3bfdecf9bd40b72a98931cc.mid,Pop
dataset/lmd_matched\A\U\Z\TRAUZUP128F148BF4D/e03ecdf211166dfd1536f063a1b2553e.mid,Pop
dataset/lmd_matched\A\U\Z\TRAUZUP128F148BF4D/f26f37400bbf87b09adfd7ff42cfd186.mid,Pop
dataset/lmd_matched\A\V\A\TRAVABI12903CC2B08/5dc939098e4676521773447475210189.mid,Electronic
dataset/lmd_matched\A\V\A\TRAVABI12903CC2B08/ba7e8188feb33b85dbe7110d9f665708.mid,Electronic
dataset/lmd_matched\A\V\C\TRAVCET128E0794BF8/0bc0ef6c1e6850f458f302325baf46fc.mid,Pop
dataset/lmd_matched\A\V\C\TRAVCET128E0794BF8/1f5f91329bbc8c07d36643a8b86db0ad.mid,Pop
dataset/lmd_matched\A\V\C\TRAVCET128E0794BF8/1fe97bec36f3d050b75e150483f302a0.mid,Pop
dataset/lmd_matched\A\V\C\TRAVCET128E0794BF8/24f2f8a45527fc690a5f0f1b9bfe41bd.mid,Pop
dataset/lmd_matched\A\V\C\TRAVCET128E0794BF8/2e6aa6f470a4ae17c565810268de7959.mid,Pop
dataset/lmd_matched\A\V\C\TRAVCET128E0794BF8/2ef2270411d418a8e4df7fce99a7f707.mid,Pop
dataset/lmd_matched\A\V\C\TRAVCET128E0794BF8/4013e79fc3973690f1d19b49ea38e169.mid,Pop
dataset/lmd_matched\A\V\C\TRAVCET128E0794BF8/5e4077ffdcc9b67b9e4507d92490eba6.mid,Pop
dataset/lmd_matched\A\V\C\TRAVCET128E0794BF8/69cbd5a220a9dcda61626ae326942d39.mid,Pop
dataset/lmd_matched\A\V\C\TRAVCET128E0794BF8/766e6ef5fb7e0ffee1cec6eb3deb2895.mid,Pop
dataset/lmd_matched\A\V\C\TRAVCET128E0794BF8/7b1bcea95b452d778efd79231b3b9c72.mid,Pop
dataset/lmd_matched\A\V\C\TRAVCET128E0794BF8/958fe9ec99afda78a30a92ead1fa5d2a.mid,Pop
dataset/lmd_matched\A\V\C\TRAVCET128E0794BF8/b8e21a6a26ea481e0301463cd6311bf4.mid,Pop
dataset/lmd_matched\A\V\C\TRAVCET128E0794BF8/dd652e9eee56252d91931a76245033d0.mid,Pop
dataset/lmd_matched\A\V\C\TRAVCET128E0794BF8/e56e1e955538ecfed1d73c9cbdc8dffa.mid,Pop
dataset/lmd_matched\A\V\C\TRAVCET128E0794BF8/f723e2253058b2e8933833edba621e3f.mid,Pop
dataset/lmd_matched\A\V\C\TRAVCET128E0794BF8/feb0a94081c71245c0776044056e8fb0.mid,Pop
dataset/lmd_matched\A\V\E\TRAVEUS128F4238CB5/13c7fc6d84f8ca9ef7ceb9eff18c3f89.mid,Pop
dataset/lmd_matched\A\V\E\TRAVEUS128F4238CB5/e87a88d5884bfaba54fdeecfde565534.mid,Pop
dataset/lmd_matched\A\V\E\TRAVEUS128F4238CB5/f87fd126b21f1f1fb2035d3379dab1e4.mid,Pop
dataset/lmd_matched\A\V\G\TRAVGAF128F4271A55/25363a9cad7280599132373509386273.mid,Rock
dataset/lmd_matched\A\V\G\TRAVGAF128F4271A55/839cd90b575fb3779e61572a0f7652c4.mid,Rock
dataset/lmd_matched\A\V\G\TRAVGAF128F4271A55/b4e3456e05141903ec87d49dc1891332.mid,Rock
dataset/lmd_matched\A\V\G\TRAVGNH128F428CBA9/e51177ba81b521a2f33e67290cd1675b.mid,Metal
dataset/lmd_matched\A\V\K\TRAVKWU12903CF62AE/0a4f4c301ecb66c00956e6d471a4276a.mid,Rock
dataset/lmd_matched\A\V\K\TRAVKWU12903CF62AE/649451febcc119f46c74e354208530a0.mid,Rock
dataset/lmd_matched\A\V\K\TRAVKWU12903CF62AE/7259526d31b68e44914ffed1f04d9dae.mid,Rock
dataset/lmd_matched\A\V\K\TRAVKWU12903CF62AE/754aebf4aa8288c3591fa7c0f9772413.mid,Rock
dataset/lmd_matched\A\V\K\TRAVKWU12903CF62AE/87ac7cfac152319dab425b53bd2a7766.mid,Rock
dataset/lmd_matched\A\V\K\TRAVKWU12903CF62AE/b0e32963e92c3b0aafaeae7649d43391.mid,Rock
dataset/lmd_matched\A\V\K\TRAVKWU12903CF62AE/b10913dddb9a2da1ad01e9b904051922.mid,Rock
dataset/lmd_matched\A\V\K\TRAVKWU12903CF62AE/d95de914d54377a9739f769afa3b648f.mid,Rock
dataset/lmd_matched\A\V\K\TRAVKWU12903CF62AE/f0296d9b41ba203548a9f1979732be9c.mid,Rock
dataset/lmd_matched\A\V\K\TRAVKWU12903CF62AE/f0a82589d3cb151d5ba88e9be35767ff.mid,Rock
dataset/lmd_matched\A\V\L\TRAVLLN128F14744C0/04d9a357bee356d8846510dc3c4b3386.mid,Folk
dataset/lmd_matched\A\V\L\TRAVLLN128F14744C0/42e8df17e2fe33d68b993beb6c56bb5d.mid,Folk
dataset/lmd_matched\A\V\L\TRAVLLN128F14744C0/60dfb2896f1f0ed0c574f6b6cc2dc833.mid,Folk
dataset/lmd_matched\A\V\L\TRAVLLN128F14744C0/77d30b9a311beecf0726c133ed857abf.mid,Folk
dataset/lmd_matched\A\V\L\TRAVLLN128F14744C0/7acb8a9c39aded3dbc55a94e3bb5f6a6.mid,Folk
dataset/lmd_matched\A\V\L\TRAVLLN128F14744C0/b8a81f5548b5fe37e5df0220a21f5ff0.mid,Folk
dataset/lmd_matched\A\V\L\TRAVLLN128F14744C0/c7b71bced0298fb42294ab84748582e1.mid,Folk
dataset/lmd_matched\A\V\L\TRAVLLN128F14744C0/cbf1534939e7d8ae58880527206080e0.mid,Folk
dataset/lmd_matched\A\V\L\TRAVLLN128F14744C0/cce2998befb2ddfbcd235ba9c7a67340.mid,Folk
dataset/lmd_matched\A\V\L\TRAVLOE12903CB0D31/1a366c7eb1aecc63c15759af193a65f5.mid,Rock
dataset/lmd_matched\A\V\L\TRAVLOE12903CB0D31/571f2637231060d1d6017911e062a7fd.mid,Rock
dataset/lmd_matched\A\V\O\TRAVOZJ128F1453A98/ca61cf140448893743b4eed04ff10725.mid,New Age
dataset/lmd_matched\A\V\P\TRAVPOX128F1486662/049684c722be26c66ec468f7dd8b3203.mid,RnB
dataset/lmd_matched\A\V\P\TRAVPOX128F1486662/04efa9d96431764302ec0d4083c7f50e.mid,RnB
dataset/lmd_matched\A\V\P\TRAVPOX128F1486662/bb3339dd5dd8a7e0d79ebd7c78da6af0.mid,RnB
dataset/lmd_matched\A\V\Q\TRAVQIY128F92DD951/8d2b42188d912bdd464fa1a6386533d8.mid,Rock
dataset/lmd_matched\A\V\Q\TRAVQKQ128F425A98E/d7022c208c2e4a6e5b56f758d074fa13.mid,Pop
dataset/lmd_matched\A\V\Q\TRAVQKQ128F425A98E/e6cc59097663a21eee781502eb1cfff6.mid,Pop
dataset/lmd_matched\A\V\U\TRAVUAJ128E078EDA2/15d5cbc7defe7a159616a3cec5bf5c22.mid,Rock
dataset/lmd_matched\A\V\U\TRAVUAJ128E078EDA2/d2837554f71b15ab12b0e7f2564c1607.mid,Rock
dataset/lmd_matched\A\V\U\TRAVUAJ128E078EDA2/f77dbaf817e53462b887fe25367a10d7.mid,Rock
dataset/lmd_matched\A\V\V\TRAVVLI128F92F7053/af6ed2d051776e21d09701f3a58a4b13.mid,Rap
dataset/lmd_matched\A\V\X\TRAVXQE128F4266A79/d1d921fe7be163baf668f03d51ec1366.mid,Country
dataset/lmd_matched\A\V\Z\TRAVZEK128E078F2DB/58d69fb0d88b0e355ded4dfaf4d09f2d.mid,Pop
dataset/lmd_matched\A\W\C\TRAWCOR128F4243CE7/0fce11c585fb2c69b83cde9167a01a99.mid,Jazz
dataset/lmd_matched\A\W\C\TRAWCOR128F4243CE7/37fce7d256928de37af07d4785e308c2.mid,Jazz
dataset/lmd_matched\A\W\C\TRAWCOR128F4243CE7/63e8db0764d6a08e9d3e7fa0d59ac429.mid,Jazz
dataset/lmd_matched\A\W\C\TRAWCOR128F4243CE7/6aacb1203095cedf82481a8f990991d5.mid,Jazz
